# Undirected graph (each unordered pair of nodes is saved once): datasets/final/10000/graph_10000_15000.txt
# Undirected Erdos-Renyi random graph.
# Nodes: 10000 Edges: 15000
# NodeId	NodeId
0	8519
0	9458
0	9467
1	2567
1	2771
1	2783
2	3690
2	4705
3	8297
4	571
4	1249
4	4197
4	4807
4	6387
4	9780
5	129
6	8246
7	1285
7	5352
7	7491
7	9662
7	9752
8	476
8	2582
8	6645
10	7265
11	6867
12	838
12	2726
12	2850
12	3116
12	4342
12	4618
12	8824
13	7988
13	8798
14	1549
14	2645
14	7371
14	8878
15	9394
16	7730
16	9437
16	9631
16	9719
17	1002
17	3556
19	1050
19	3663
19	3691
19	4077
19	6796
19	6914
20	6506
21	1228
23	1178
23	3075
24	341
24	4338
24	5194
24	8108
24	9837
25	351
25	2707
25	6052
25	8229
26	493
26	5104
27	270
27	2391
27	9624
27	9926
28	288
28	9889
29	3002
29	3010
29	6291
29	8128
31	1288
31	1920
31	7265
32	3136
32	8719
33	2434
33	6875
33	9462
34	2846
34	5221
34	5303
34	5911
34	6854
34	7663
34	8957
34	9119
35	2925
36	8428
37	931
37	1762
37	2402
37	8409
38	2318
38	3525
38	4049
38	6892
39	199
39	3047
39	5535
40	4724
40	7396
41	482
41	609
41	4253
42	555
42	785
42	1149
42	2546
42	9981
43	5098
43	7219
44	224
44	4837
44	5269
44	8832
44	9821
45	1362
45	4751
45	6074
45	8378
45	8858
46	2535
46	2932
46	3626
46	3991
46	5688
46	6035
46	8375
46	9234
47	2420
47	6291
47	6371
47	9310
48	734
48	8851
49	379
49	461
49	2827
49	6527
50	1244
51	429
51	806
51	1642
52	668
52	3302
52	5209
53	5518
53	7704
54	3488
54	4821
54	6188
54	7231
55	7751
56	2854
56	3030
57	4179
57	4751
57	6843
58	2182
58	5054
59	484
59	2814
59	3511
59	8267
60	655
60	4235
61	7327
61	7801
61	8377
62	1268
62	1440
62	2882
62	5273
62	5628
63	1037
63	1616
63	2339
63	3873
63	7455
63	9912
63	9943
64	3968
64	5081
65	134
65	2866
65	3552
65	4889
65	8877
66	399
66	5230
67	1415
67	2710
68	1918
68	2630
68	5238
69	9076
69	9728
70	236
70	3824
70	9121
71	3878
72	1723
72	3821
72	8000
73	7728
73	9800
74	553
74	4567
74	5559
74	6326
74	9434
75	8429
75	9114
76	385
76	535
76	1636
76	5974
77	250
77	1567
77	2088
77	3378
77	7310
77	7378
77	9016
78	351
78	1554
78	2869
78	4216
78	7361
78	8135
78	8297
79	995
79	2168
79	6223
79	6381
79	6511
79	7460
80	4079
80	4759
80	6366
80	7976
81	117
81	587
82	1702
82	2089
82	3694
82	5764
82	6501
82	8551
83	9428
84	4165
84	4859
84	6360
85	8750
86	4087
86	6871
87	4067
87	4072
87	4479
88	4870
