# Undirected graph (each unordered pair of nodes is saved once): datasets/final/10000/graph_10000_15500.txt
# Undirected Erdos-Renyi random graph.
# Nodes: 10000 Edges: 15500
# NodeId	NodeId
0	793
0	3365
0	4441
0	6190
1	4986
1	6073
1	6664
1	7906
1	9057
2	2975
2	4792
2	5663
2	6038
3	513
3	3700
3	7045
3	9276
3	9491
4	9648
5	3824
5	7811
5	9082
6	230
7	3294
7	6333
7	8324
8	1778
8	7935
9	3270
9	3751
10	7303
10	8641
11	9803
12	2704
12	5832
12	6035
12	8967
12	9458
13	6388
13	7190
13	7999
14	6093
14	8353
14	9192
15	5634
15	6605
16	6742
16	9027
16	9882
17	4082
17	4908
17	8273
18	987
19	225
19	1688
19	2059
19	3177
19	8373
19	8487
20	95
20	3069
20	3228
20	7452
20	7756
22	4272
22	7175
22	8944
23	6620
23	6747
23	6831
23	9215
24	8794
25	298
25	2762
25	4301
25	4610
25	5173
25	5218
25	6519
26	3856
27	2734
27	5879
27	7104
27	8841
28	5826
28	6558
28	8372
29	813
29	1802
29	4210
29	4467
29	8825
31	209
31	2275
31	3092
31	9417
32	1723
32	6883
32	9038
33	201
33	5904
33	6050
33	9153
33	9435
34	1303
34	7440
35	1901
35	2506
35	4290
35	5354
35	5406
35	6451
36	2359
36	5063
36	6393
37	2562
37	4231
38	132
38	2451
38	4333
38	6102
38	6198
38	8390
39	370
39	3321
39	4704
39	6552
39	9180
40	744
40	3286
40	4089
41	4620
41	7206
41	8525
42	1034
42	2039
43	4213
43	4974
43	8455
44	2305
44	5841
45	4287
45	6237
45	7456
46	2625
46	5507
46	5664
46	9981
47	2957
47	4416
47	5482
48	282
48	1111
48	3479
48	5585
48	5709
48	9134
49	173
49	2317
49	4569
49	5233
49	9587
50	6966
50	7396
50	7916
51	914
51	7070
51	7710
51	9323
52	2612
52	3265
52	8214
52	9411
53	2644
53	5160
53	9401
54	663
54	1159
54	1768
54	3087
54	4164
55	6481
55	9822
56	1579
56	4450
56	5380
56	9627
57	7318
58	1474
58	1942
58	9643
58	9814
60	1626
60	3087
60	6091
61	1917
61	4037
62	709
63	1358
63	6155
64	3277
64	3765
65	1490
65	5882
65	6373
65	7203
65	8201
65	9543
65	9955
66	1824
66	2572
66	2831
66	8472
67	6320
67	7093
