# Undirected graph (each unordered pair of nodes is saved once): datasets/final/1000/graph_1000_5000.txt
# Undirected Erdos-Renyi random graph.
# Nodes: 1000 Edges: 5000
# NodeId	NodeId
0	188
0	223
0	356
0	525
0	534
0	544
0	606
0	725
0	778
0	863
0	999
1	100
1	205
1	278
1	334
1	335
1	363
1	480
1	784
1	878
1	913
1	922
2	171
2	198
2	226
2	318
2	322
2	707
2	867
3	350
3	352
3	357
3	508
3	590
3	632
3	658
3	759
3	772
3	909
4	20
4	283
4	469
4	596
4	850
5	104
5	135
5	208
5	519
5	540
5	579
5	609
5	860
5	901
6	208
6	210
6	283
6	335
6	806
6	976
7	74
7	98
7	203
7	238
7	367
7	447
7	690
7	767
7	785
8	121
8	139
8	144
8	273
8	369
8	406
8	573
8	642
8	668
8	671
8	742
8	751
8	775
8	818
8	874
8	894
9	157
9	163
9	288
9	658
10	95
10	134
10	567
10	573
10	681
10	850
10	894
10	982
10	993
11	58
11	129
11	229
11	412
11	414
11	415
11	432
11	508
11	739
11	768
11	810
11	876
11	931
11	959
12	50
12	295
12	401
12	435
13	100
13	277
13	298
13	386
13	766
14	160
14	320
14	421
14	549
14	695
14	819
14	968
15	49
15	93
15	204
15	400
15	451
15	511
15	536
15	592
15	662
15	686
15	764
15	954
16	35
16	339
16	408
16	736
16	796
17	333
17	405
17	483
17	584
17	685
17	824
18	35
18	226
18	427
18	433
18	493
18	611
18	685
18	773
18	854
19	25
19	53
19	176
19	472
19	531
19	534
19	802
19	944
20	164
20	290
20	938
20	948
21	122
21	350
21	489
21	600
21	653
21	664
21	733
21	831
21	961
21	996
22	36
22	551
22	570
22	593
22	731
22	821
22	937
22	974
23	94
23	126
23	313
23	328
23	625
23	709
23	735
23	903
24	195
24	390
24	514
24	658
24	695
24	881
25	67
25	418
25	486
25	640
25	719
25	917
25	920
26	216
26	365
26	378
26	396
26	426
26	460
26	556
26	591
26	622
26	713
26	840
26	878
27	89
27	106
27	255
27	314
27	478
27	518
27	605
27	609
27	773
27	801
27	816
27	950
27	960
28	113
28	140
28	346
28	415
28	576
28	721
28	959
29	77
29	324
29	403
29	428
29	715
29	768
29	894
30	174
30	352
30	431
30	512
30	539
30	577
30	779
30	916
31	149
31	250
31	368
31	421
31	424
31	558
31	617
31	872
31	919
31	931
31	945
31	969
32	94
32	130
32	224
32	391
32	437
32	463
32	684
33	96
33	192
33	402
33	845
33	887
33	889
33	895
33	973
34	75
34	243
34	343
34	520
34	594
34	741
34	857
35	392
35	563
35	656
35	709
35	875
35	932
36	43
36	64
36	149
36	161
36	391
36	516
36	535
36	540
36	696
36	803
37	328
37	329
37	403
37	448
37	603
37	646
37	663
37	680
37	738
37	921
37	934
38	221
38	287
38	320
38	370
38	393
38	412
38	448
38	478
38	482
38	571
38	573
38	616
38	650
38	666
38	682
38	734
38	960
39	172
39	241
39	647
39	678
39	892
39	944
40	160
40	163
40	249
40	258
40	291
40	292
40	364
40	444
40	462
40	468
40	554
40	566
40	771
40	942
41	78
41	87
41	133
41	152
41	272
41	332
41	359
41	460
41	654
41	870
41	873
42	103
42	164
42	325
42	326
42	341
42	346
42	486
42	511
42	517
42	672
42	690
42	692
42	728
42	750
43	226
43	263
43	342
43	398
43	414
43	434
43	436
43	516
43	583
43	605
43	633
43	846
43	869
44	209
44	231
44	280
44	305
44	568
44	695
44	807
44	857
44	996
45	51
45	272
45	451
45	570
45	642
45	660
45	946
46	101
46	115
46	118
46	468
46	629
46	672
46	801
46	953
47	48
47	97
47	149
47	184
47	356
47	379
47	446
47	585
47	709
47	752
47	848
47	907
47	948
48	179
48	199
48	307
48	541
48	666
48	776
48	779
48	843
48	853
48	917
48	959
49	129
49	155
49	254
49	255
49	312
49	355
49	363
49	394
49	476
49	551
49	562
49	580
49	625
49	650
49	720
49	729
49	773
49	774
49	797
49	805
49	834
49	896
49	939
50	142
50	260
50	416
50	546
50	651
50	655
50	698
50	868
50	870
50	889
50	892
50	907
50	988
51	87
51	219
51	336
51	465
51	481
51	617
51	727
51	756
51	795
52	94
52	107
52	243
52	251
52	675
52	767
52	935
52	975
53	57
53	315
53	432
53	482
53	876
53	896
53	936
54	93
54	204
54	415
54	454
54	506
54	602
54	643
54	707
54	737
54	752
55	168
55	206
55	301
55	455
55	658
55	761
55	762
55	822
55	842
56	275
56	430
57	126
57	191
57	413
57	540
57	595
57	652
57	707
57	716
57	718
57	724
57	763
57	871
57	966
58	203
58	227
58	246
58	389
58	494
58	530
58	631
58	753
59	108
59	175
59	289
59	363
59	394
59	528
59	574
59	698
59	710
59	714
59	848
59	941
59	947
60	103
60	307
60	495
60	592
60	720
60	726
60	788
60	807
60	844
60	845
61	131
61	235
61	245
61	330
61	375
61	460
61	785
61	792
62	79
62	295
62	495
62	625
62	654
62	708
62	871
63	244
63	473
63	496
63	644
63	656
63	832
64	92
64	207
64	209
64	341
64	462
64	531
64	585
64	823
65	196
65	251
65	335
65	529
65	536
65	646
65	666
65	777
65	945
66	228
66	290
66	619
66	679
66	921
66	945
66	998
67	137
67	163
67	173
67	234
67	254
67	477
67	728
67	803
68	251
68	388
68	408
68	485
68	770
68	868
68	966
68	973
69	70
69	137
69	273
69	366
69	377
69	584
69	796
69	823
69	902
70	150
70	225
70	245
70	299
70	503
70	506
70	656
70	776
70	822
70	878
70	898
70	956
70	987
71	306
71	534
71	624
71	640
71	829
71	891
71	900
71	952
72	142
72	299
72	361
72	440
72	542
72	570
72	579
72	585
72	764
72	828
72	997
73	163
73	212
73	238
73	305
73	350
73	377
73	397
73	816
73	819
73	897
73	966
74	75
74	91
74	183
74	254
74	330
74	395
74	529
74	589
74	702
74	857
74	859
75	104
75	284
75	416
75	512
75	625
75	810
75	857
76	188
76	270
76	276
76	284
76	328
76	330
76	549
76	664
76	714
76	888
76	901
76	907
77	198
77	367
77	956
78	274
78	280
78	335
78	369
78	404
78	405
78	702
78	799
78	852
78	991
79	185
79	211
